Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,Nome,Height_in_inches,Wins,Losses,Draws
170.0,70.0,Orthodox,"Oct 03, 1983",3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,Thiago Alves,69.0,23,15,0.0
145.0,69.0,Orthodox,"Jul 28, 1989",3.44,0.49,3.58,0.36,2.66,0.5,0.53,1.1,Mike Santiago,70.0,19,12,0.0
145.0,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Todd Lally,67.0,2,1,0.0
185.0,75.0,Orthodox,"Jan 13, 1995",3.0,0.52,6.53,0.31,1.0,0.2,0.5,0.0,Liam Anderson,75.0,6,3,0.0
149.0,,,"Nov 16, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Jones,69.0,10,5,0.0
188.0,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wes Albritton,70.0,0,1,0.0
125.0,66.0,Orthodox,"May 27, 1990",1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6,Geane Herrera,65.0,9,3,0.0
185.0,,Southpaw,"Jan 09, 1978",2.34,0.63,2.71,0.37,5.54,0.5,0.0,5.5,David Terrell,73.0,6,2,0.0
170.0,75.0,Orthodox,"Feb 29, 1980",2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,Patrick Cote,71.0,23,11,0.0
125.0,62.0,Southpaw,"Mar 15, 1990",6.93,0.51,4.53,0.6,6.0,0.42,0.5,2.0,Danni McCormack,64.0,9,2,0.0
155.0,67.0,Orthodox,"Aug 05, 1973",2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,Sean Sherk,66.0,36,4,1.0
227.0,,Southpaw,"Nov 19, 1974",2.5,0.71,0.17,0.84,7.51,0.85,0.0,2.5,Tom Murphy,74.0,8,0,0.0
135.0,71.0,Orthodox,"Sep 05, 2002",4.45,0.47,3.4,0.47,3.51,0.53,0.57,0.9,Elijah Smith,69.0,9,1,0.0
185.0,76.0,Orthodox,"Jul 15, 1993",4.8,0.69,0.4,0.78,7.5,1.0,0.33,0.0,Khalid Murtazaliev,72.0,14,2,0.0
135.0,68.0,Orthodox,"Jun 20, 1977",3.2,0.41,3.52,0.59,0.62,0.63,0.5,0.8,Marion Reneau,66.0,9,8,1.0
135.0,70.0,Switch,"Dec 02, 1992",4.25,0.48,5.37,0.49,0.49,0.39,0.72,0.8,Marlon Vera,68.0,23,11,1.0
115.0,63.0,Orthodox,"Mar 11, 1991",1.75,0.45,3.6,0.56,2.54,0.45,0.4,1.4,Livinha Souza,63.0,14,4,0.0
,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Manasoiu,,0,0,0.0
205.0,78.0,Orthodox,"Dec 07, 1993",3.24,0.4,4.23,0.49,1.59,0.47,0.75,0.2,Da Woon Jung,76.0,15,6,1.0
205.0,,Orthodox,"Jul 19, 1977",1.2,0.69,3.27,0.25,1.0,0.11,0.0,0.0,Richard Dalton,73.0,4,3,1.0
170.0,,Orthodox,"Jan 09, 1971",1.63,0.48,1.33,0.55,0.3,1.0,0.46,0.3,Pete Spratt,69.0,25,23,0.0
145.0,70.0,Switch,"Jan 30, 1997",6.67,0.55,7.47,0.61,2.0,0.33,0.81,0.2,Danny Silva,71.0,10,2,0.0
155.0,73.0,Southpaw,"Nov 05, 1993",2.93,0.42,3.4,0.56,1.0,0.11,0.8,0.0,Shem Rock,71.0,12,2,1.0
185.0,,Orthodox,"Mar 26, 1971",3.49,0.39,6.5,0.43,0.0,0.0,0.66,0.5,Tony Fryklund,72.0,14,9,1.0
185.0,80.0,Orthodox,"Aug 29, 1988",2.65,0.47,3.62,0.5,1.26,0.4,0.67,0.1,Jamie Pickett,74.0,13,11,0.0
170.0,,,"Aug 16, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Damion Douglas,,4,1,0.0
135.0,67.0,Orthodox,"Mar 14, 1981",2.69,0.21,4.74,0.58,0.49,0.4,0.66,0.2,Manny Tapia,65.0,12,14,1.0
185.0,77.0,Southpaw,"Apr 24, 1981",4.79,0.41,5.0,0.6,0.56,0.28,1.0,0.3,Luiz Cane,74.0,17,7,
125.0,67.0,Orthodox,"Apr 24, 1998",3.89,0.44,1.11,0.78,2.78,1.0,0.75,0.0,Alden Coria,68.0,11,3,
185.0,77.0,Switch,"Mar 16, 1984",4.42,0.49,4.35,0.56,0.54,0.4,0.64,0.0,Jared Cannonier,71.0,18,9,0.0
265.0,74.0,Orthodox,"Oct 15, 1983",3.38,0.5,5.25,0.49,0.51,0.16,1.0,0.0,Jarjis Danho,75.0,7,1,
135.0,66.0,Orthodox,"Oct 07, 1996",3.4,0.39,3.13,0.55,0.0,0.0,0.62,1.0,Kuya Ito,65.0,17,9,1.0
135.0,71.0,Southpaw,"Aug 04, 1980",2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8,Iuri Alcantara,69.0,35,10,
125.0,59.0,Orthodox,"Sep 22, 1988",3.37,0.39,5.39,0.41,0.32,0.09,0.26,0.4,Vanessa Demopoulos,62.0,11,8,0.0
185.0,,,--,4.4,0.67,0.53,0.5,0.0,0.0,0.5,0.0,Patrick Kaase,69.0,1,2,0.0
,,,"Nov 18, 1973",0.0,0.0,6.47,0.45,0.0,0.0,0.0,0.0,Michael Lerma,,0,1,0.0
170.0,,Orthodox,"Apr 28, 1978",0.0,0.0,1.25,0.33,0.0,0.0,0.0,0.0,Billy Miles,70.0,2,2,0.0
185.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Amarante,,2,0,0.0
155.0,,Orthodox,"Sep 09, 1983",0.84,0.25,3.46,0.36,2.36,0.6,0.57,0.0,Harris Sarmiento,69.0,36,26,0.0
205.0,79.0,Southpaw,"May 19, 1991",6.19,0.51,4.03,0.44,0.0,0.0,0.73,0.0,Jamahal Hill,76.0,12,4,
185.0,,,"Apr 09, 1996",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jimmie Pace,,7,2,0.0
135.0,71.0,Southpaw,"Oct 08, 1982",3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6,Ken Stone,68.0,11,4,0.0
275.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Levicki,77.0,1,3,0.0
205.0,76.0,Orthodox,"Jan 07, 1984",3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,Thiago Santos,74.0,22,11,0.0
145.0,66.0,Southpaw,"Jun 17, 1986",4.29,0.44,4.18,0.57,3.13,0.44,0.53,1.5,Gavin Tucker,66.0,13,3,0.0
185.0,78.0,Orthodox,"Sep 06, 1981",2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,Thales Leites,73.0,28,9,0.0
155.0,,Orthodox,"May 28, 1977",3.43,0.36,10.29,0.62,0.0,0.0,0.0,0.0,Andy Wang,66.0,7,8,
170.0,72.0,Orthodox,"Aug 28, 1982",2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,Karo Parisyan,70.0,24,11,
185.0,,Southpaw,--,1.14,0.21,5.32,0.54,0.0,0.0,0.0,0.0,Frank Megallon,70.0,2,3,0.0
185.0,,Orthodox,"Mar 12, 1968",0.23,0.5,3.22,0.17,0.0,0.0,0.0,3.5,Chris Sanford,71.0,5,1,0.0
170.0,75.0,Southpaw,"Aug 28, 1990",5.05,0.51,5.48,0.57,0.54,0.45,0.87,0.1,Geoff Neal,71.0,16,7,0.0
170.0,,,"Jan 05, 1988",1.92,0.36,2.84,0.6,0.6,1.0,0.46,0.0,Douglas Lima,73.0,29,6,0.0
205.0,,Southpaw,--,2.75,0.34,7.25,0.4,0.0,0.0,1.0,0.0,Rex Holman,75.0,4,2,0.0
205.0,79.0,Orthodox,"Jan 15, 1987",4.03,0.4,3.53,0.51,1.53,0.39,0.83,0.4,Alexander Gustafsson,77.0,18,8,0.0
240.0,77.0,Orthodox,"Jun 02, 1976",1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4,Antonio Rodrigo Nogueira,75.0,34,10,
185.0,,,"Aug 04, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darryl Cobb,69.0,6,8,0.0
170.0,72.0,Orthodox,"Apr 22, 1994",2.55,0.66,16.6,0.27,0.0,0.0,0.0,0.0,Logan Urban,72.0,5,1,
185.0,,,"Feb 15, 1984",4.79,0.38,5.76,0.58,1.22,0.5,1.0,0.6,Brian Rogers,71.0,14,9,0.0
,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yohan Banks,,2,1,0.0
155.0,72.0,Orthodox,"Dec 13, 1980",3.72,0.48,4.04,0.46,0.0,0.0,0.27,0.9,Garett Whiteley,72.0,7,3,0.0
185.0,74.0,Southpaw,"Sep 20, 1993",4.68,0.45,4.52,0.56,1.43,0.45,0.65,0.4,Marvin Vettori,72.0,19,9,1.0
145.0,70.0,Orthodox,"Jan 31, 1987",3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5,Renan Barao,66.0,34,9,
135.0,68.0,Southpaw,"Mar 23, 1995",3.27,0.52,1.72,0.63,2.58,0.81,1.0,1.4,Rinya Nakamura,67.0,10,1,0.0
145.0,72.0,Orthodox,"Jun 24, 1981",3.31,0.62,2.06,0.44,2.43,0.24,0.66,0.7,Junior Assuncao,69.0,16,6,0.0
155.0,,Orthodox,--,0.82,0.35,6.03,0.45,0.0,0.0,0.0,0.0,Gabe Lemley,68.0,13,9,0.0
205.0,73.0,Orthodox,"Jan 25, 1994",4.89,0.45,5.18,0.56,0.0,0.0,1.0,0.0,Paulo Renato Junior,72.0,12,3,0.0
170.0,76.0,Switch,"Jul 10, 1988",3.12,0.55,2.17,0.48,0.0,0.0,0.73,0.0,Blood Diamond,71.0,3,3,0.0
170.0,,Orthodox,"Jul 20, 1979",0.0,0.0,0.92,0.6,6.92,1.0,0.0,6.9,Kyle Jensen,69.0,4,11,2.0
205.0,79.0,Orthodox,"Mar 22, 1982",2.97,0.4,3.81,0.51,2.64,0.41,0.52,0.0,Kyle Kingsbury,76.0,11,6,
185.0,,Orthodox,"Jul 30, 1977",5.5,0.68,3.33,0.5,0.0,0.0,0.33,0.0,Mike Seal,76.0,13,15,
125.0,65.0,Orthodox,"Feb 17, 1990",5.66,0.42,3.58,0.66,1.05,0.29,0.87,0.0,Manon Fiorot,67.0,13,2,0.0
265.0,80.0,Orthodox,"Mar 05, 1976",4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1,Tim Sylvia,80.0,31,10,
185.0,,,--,5.45,0.62,7.64,0.61,0.0,0.0,0.0,0.0,Blake Watkins,,5,1,0.0
155.0,69.0,Orthodox,"Jul 25, 1978",1.23,0.36,2.14,0.51,1.95,0.58,0.75,3.4,Zhang Tiequan,68.0,15,4,0.0
115.0,61.0,Orthodox,"Sep 06, 1993",4.51,0.49,4.03,0.62,2.96,0.41,0.81,0.9,Loopy Godinez,62.0,14,5,0.0
155.0,70.0,Orthodox,"Apr 25, 1989",4.55,0.48,4.38,0.43,2.12,0.83,0.69,0.4,Leonardo Mafra,70.0,13,4,0.0
155.0,72.0,Orthodox,"May 21, 1989",4.17,0.48,3.57,0.59,1.67,0.41,0.62,0.5,Renato Moicano,71.0,20,7,1.0
155.0,,,"Jan 16, 1974",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Israel Giron,68.0,19,5,0.0
240.0,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Nelmark,72.0,2,1,0.0
155.0,75.0,Switch,"Oct 19, 1999",2.67,0.71,2.6,0.44,0.0,0.0,0.6,0.0,Yuji Ephoevi-Ga,72.0,11,1,0.0
205.0,,Orthodox,--,0.66,0.3,3.28,0.31,0.0,0.0,0.0,0.0,Dino Pezao,,1,3,0.0
170.0,72.0,Switch,"Jul 28, 1988",1.77,0.61,3.06,0.48,2.0,0.52,0.68,1.0,Gunnar Nelson,71.0,19,6,1.0
155.0,73.0,Orthodox,"Mar 02, 1996",2.11,0.45,1.9,0.58,0.63,0.14,0.44,0.0,Jordan Vucenic,70.0,13,4,0.0
185.0,,Orthodox,"Jul 24, 1985",0.63,0.55,7.01,0.25,2.82,0.5,0.6,0.0,Bubba Bush,72.0,8,3,
115.0,,Orthodox,"Dec 09, 1994",2.67,0.65,0.87,0.62,2.0,0.66,1.0,1.0,Karolina Wojcik,62.0,9,2,0.0
155.0,73.0,Orthodox,"Aug 21, 1979",2.94,0.33,3.67,0.58,2.79,0.28,0.38,0.9,Dave Jansen,69.0,20,4,0.0
125.0,68.0,Southpaw,"Mar 02, 1999",10.73,0.52,8.08,0.55,0.7,0.25,0.77,0.0,Carli Judice,67.0,5,2,0.0
145.0,70.0,Orthodox,"Apr 14, 1987",3.33,0.42,3.0,0.58,1.92,0.41,0.7,0.0,Nad Narimani,68.0,12,4,0.0
125.0,,Orthodox,"Apr 07, 1990",1.24,0.21,4.75,0.53,1.69,0.25,0.0,0.0,Azamat Gashimov,66.0,8,3,0.0
145.0,,Orthodox,"Jan 10, 1989",0.0,0.0,7.83,0.29,0.0,0.0,0.0,0.0,Anvar Boynazarov,69.0,3,1,0.0
170.0,71.0,Orthodox,"Sep 11, 1982",2.23,0.39,4.1,0.59,0.75,0.17,0.9,0.0,Gasan Umalatov,71.0,17,4,2.0
135.0,67.0,Orthodox,"Sep 12, 1984",1.71,0.38,2.08,0.5,2.73,0.3,0.29,1.8,Rani Yahya,66.0,28,12,
125.0,66.0,Orthodox,"Oct 15, 1982",3.47,0.47,2.07,0.7,0.81,0.33,0.72,1.0,Vaughan Lee,66.0,14,13,1.0
125.0,71.0,Orthodox,"May 20, 1995",2.27,0.57,1.61,0.53,0.69,0.6,0.41,0.7,Jose Johnson,72.0,16,10,0.0
252.0,77.0,Orthodox,"Jul 11, 1993",7.31,0.44,9.79,0.44,2.07,0.12,0.0,0.0,Sean Sharaf,75.0,4,1,0.0
155.0,74.0,Orthodox,"Dec 17, 1983",2.65,0.49,2.29,0.73,1.82,0.31,0.78,0.4,John Cholish,71.0,8,3,0.0
170.0,71.0,Southpaw,"Aug 21, 2000",4.65,0.5,5.12,0.51,0.0,0.0,0.5,0.0,Yusaku Kinoshita,72.0,6,3,0.0
170.0,73.0,Orthodox,"Nov 07, 1991",3.93,0.48,3.06,0.56,1.88,0.5,0.14,0.8,Mike Malott,73.0,13,2,1.0
145.0,,,"Nov 11, 1986",7.79,0.62,3.9,0.44,0.0,0.0,0.0,11.7,Gaston Reyno,72.0,6,2,
125.0,71.0,Orthodox,"Jan 17, 1999",1.66,0.4,4.14,0.3,2.54,0.27,0.55,0.4,Mateus Mendonca,66.0,10,3,0.0
170.0,77.0,Switch,"Jun 29, 1983",2.55,0.48,2.62,0.46,0.95,0.18,0.55,0.0,Ricky Rainey,73.0,12,6,0.0
185.0,76.0,Orthodox,"Sep 20, 1977",1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8,Eric Schafer,75.0,14,8,2.0
135.0,,,--,0.54,0.16,0.0,1.0,0.0,0.0,0.0,8.0,Fazlo Mulabitinovic,,4,2,0.0
205.0,74.0,Orthodox,"Oct 26, 1994",0.43,0.18,4.07,0.13,0.0,0.0,0.33,0.0,Askar Mozharov,75.0,19,13,0.0
205.0,79.0,Orthodox,"Sep 17, 1991",2.9,0.59,2.39,0.56,0.76,0.3,0.5,0.8,Tyson Pedro,75.0,10,5,0.0
430.0,,Orthodox,"Jun 14, 1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Teila Tuli,72.0,0,1,0.0
205.0,,Orthodox,"Jan 04, 1980",4.59,0.26,12.79,0.41,0.0,0.0,0.0,0.0,Justin McElfresh,78.0,6,4,0.0
205.0,77.0,Orthodox,"Oct 02, 1980",3.31,0.48,3.71,0.42,1.96,0.47,0.59,1.0,Ed Herman,73.0,27,16,
242.0,77.0,Orthodox,"Oct 03, 1984",4.98,0.6,3.78,0.48,1.49,1.0,0.58,0.0,Dave Herman,76.0,22,6,0.0
170.0,,,"Mar 02, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jonatas Novaes,71.0,13,5,0.0
135.0,66.0,Orthodox,"Apr 18, 1996",4.23,0.41,4.95,0.49,0.62,0.3,0.63,0.2,Wu Yanan,68.0,13,6,0.0
135.0,69.0,Orthodox,"Oct 25, 1991",4.2,0.39,6.13,0.51,0.0,0.0,0.0,0.0,Zviad Lazishvili,66.0,13,1,0.0
170.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blake Bowman,74.0,2,6,0.0
170.0,,Orthodox,"Feb 07, 1985",1.0,0.41,2.6,0.71,0.0,0.0,0.0,0.0,Albert Cheng,71.0,7,4,0.0
185.0,,Southpaw,"Aug 31, 1972",2.59,0.39,2.59,0.64,3.53,1.0,0.0,0.0,Solomon Hutcherson,71.0,11,7,
185.0,,Orthodox,"Feb 20, 1979",1.61,0.54,1.93,0.5,3.62,0.25,1.0,0.6,Phillip Miller,71.0,16,0,0.0
185.0,77.0,Switch,"Mar 24, 1994",4.32,0.56,3.82,0.39,3.41,0.66,0.57,1.4,Zach Reese,76.0,10,2,
155.0,,Orthodox,"May 31, 1981",1.12,0.28,4.91,0.44,3.64,0.38,1.0,1.5,Matt Veach,71.0,17,5,0.0
165.0,,,"Aug 23, 1979",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Damien Trites,71.0,7,6,0.0
155.0,,,"Oct 16, 1975",1.71,0.34,0.66,0.84,3.94,1.0,0.0,3.9,Marius Enache,71.0,3,3,0.0
145.0,,Orthodox,"Oct 19, 1966",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Velasquez,65.0,10,10,0.0
155.0,71.0,Orthodox,"Aug 25, 1994",3.07,0.49,5.49,0.44,0.98,0.28,0.63,0.0,Darrius Flowers,69.0,12,8,1.0
115.0,,Orthodox,"Mar 05, 1989",1.07,0.39,3.33,0.43,0.5,0.33,0.37,0.0,Ericka Almeida,66.0,7,3,0.0
205.0,77.0,Southpaw,"Apr 19, 1981",1.34,0.47,6.85,0.22,2.51,0.5,1.0,0.0,Antonio Mendes,75.0,18,13,0.0
170.0,75.0,Orthodox,"Oct 09, 1980",1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8,Jorge Santiago,73.0,25,12,0.0
155.0,73.0,Orthodox,"Aug 16, 1987",2.6,0.34,2.98,0.54,0.0,0.0,0.6,0.0,Mickael Lebout,71.0,16,7,
160.0,,Orthodox,--,3.74,0.44,3.58,0.46,0.0,0.0,0.5,0.0,Won Jin Eoh,67.0,5,5,1.0
170.0,72.0,Switch,"May 24, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Calen Born,68.0,7,1,0.0
205.0,,Orthodox,--,0.34,0.14,0.69,0.6,0.0,0.0,0.0,0.0,Ralph Dillon,74.0,0,2,1.0
170.0,68.0,Southpaw,"Sep 15, 1983",4.47,0.47,4.03,0.65,0.86,0.33,0.43,1.4,Fernando Gonzalez,69.0,26,14,0.0
145.0,70.0,Orthodox,"Mar 07, 1996",3.73,0.39,5.3,0.45,0.5,0.16,0.6,0.0,Bruno Souza,70.0,10,3,0.0
155.0,71.0,Orthodox,"Aug 29, 1989",3.73,0.49,3.33,0.5,2.0,0.28,0.0,0.0,Joey Gomez,70.0,7,1,0.0
205.0,74.0,Southpaw,"Nov 25, 1994",1.35,0.4,4.89,0.38,0.0,0.0,0.0,0.0,Fabio Cherant,73.0,7,4,0.0
248.0,84.0,Orthodox,"Jul 19, 1987",4.38,0.58,2.24,0.64,1.89,0.45,0.95,0.5,Jon Jones,76.0,28,1,
170.0,,,"Apr 22, 1987",1.31,0.3,4.32,0.43,0.75,0.5,0.5,1.5,Chris Indich,70.0,6,4,0.0
155.0,71.0,Orthodox,"May 22, 1984",2.84,0.39,5.39,0.54,2.39,0.45,0.54,2.0,Joe Lauzon,70.0,28,16,0.0
185.0,,,"Aug 04, 1967",0.0,0.0,3.36,0.22,0.0,0.0,0.0,7.2,Eddy Millis,73.0,0,2,0.0
270.0,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gerry Harris,80.0,1,4,0.0
155.0,71.0,Orthodox,"Feb 03, 1980",3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3,Rodrigo Damm,67.0,13,9,0.0
194.0,,Orthodox,"Nov 07, 1962",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darrel Gholar,68.0,5,6,0.0
145.0,,,"Jun 10, 1970",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alfonso Alcarez,63.0,1,3,1.0
185.0,,Orthodox,"Nov 29, 1983",3.08,0.39,2.55,0.63,0.0,0.0,0.66,0.0,Jamie Yager,73.0,8,4,0.0
145.0,67.0,Orthodox,"Jul 07, 1987",2.68,0.43,4.23,0.57,1.49,0.33,0.88,0.6,Patricio Freire,66.0,37,8,0.0
155.0,73.0,Southpaw,"Nov 21, 1986",2.67,0.43,3.56,0.43,1.25,0.27,0.45,0.4,Dan Moret,72.0,13,6,0.0
135.0,68.0,Southpaw,"Mar 20, 1991",4.85,0.42,4.67,0.58,1.09,0.35,0.61,0.4,Casey Kenney,67.0,16,4,1.0
154.0,,Orthodox,"Mar 18, 1982",1.23,0.5,1.22,0.51,3.86,0.45,0.2,0.9,Luiz Firmino,66.0,19,8,0.0
155.0,69.0,Orthodox,"Jan 11, 1984",4.32,0.41,4.39,0.55,2.92,0.36,0.92,0.5,Eddie Alvarez,69.0,29,6,
135.0,71.0,Orthodox,"Mar 01, 1994",1.32,0.34,2.63,0.52,0.71,0.5,0.37,0.0,Nohelin Hernandez,70.0,9,4,0.0
185.0,,,--,2.04,0.37,3.35,0.48,1.8,1.0,1.0,0.0,Chris Herrera,70.0,3,2,1.0
135.0,70.0,Orthodox,"Dec 10, 1987",0.9,0.27,3.89,0.4,1.42,0.5,0.44,0.0,Ray Rodriguez,67.0,16,8,0.0
170.0,,,"Oct 20, 1982",2.11,0.46,3.16,0.48,0.0,0.0,0.25,0.0,Hayder Hassan,70.0,6,3,0.0
290.0,,Orthodox,"Oct 08, 1970",1.08,0.26,1.96,0.5,1.47,0.5,0.8,0.0,Siala Siliga,73.0,12,5,0.0
170.0,,Orthodox,"Aug 05, 1973",1.33,0.3,3.14,0.53,0.54,0.25,0.5,0.0,Jorge Patino,68.0,38,19,
185.0,,,"Feb 24, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brandon Gaines,75.0,5,21,0.0
155.0,,,"Mar 06, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tristan Arenal,,7,4,0.0
115.0,64.0,Orthodox,"Jul 13, 1987",4.41,0.38,4.12,0.64,1.8,0.44,0.77,0.8,Cynthia Calvillo,64.0,9,6,1.0
125.0,68.0,Orthodox,"Jun 05, 1992",3.48,0.43,3.29,0.59,0.58,0.3,0.7,0.2,David Dvorak,65.0,20,6,0.0
145.0,72.0,Orthodox,"Feb 11, 1990",1.76,0.46,3.35,0.37,0.52,0.25,0.53,0.5,Megan Anderson,72.0,11,5,0.0
170.0,,Orthodox,"Dec 04, 1975",0.97,0.27,1.87,0.48,0.0,0.0,0.37,0.5,Julio Paulino,72.0,23,5,0.0
155.0,71.0,Orthodox,"Mar 07, 2000",6.02,0.51,5.44,0.52,1.35,0.62,0.84,0.1,Rongzhu,69.0,27,6,0.0
155.0,70.0,Orthodox,"Nov 29, 1984",4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2,Rashid Magomedov,69.0,20,2,0.0
205.0,76.0,Orthodox,"Nov 25, 1981",3.57,0.5,2.79,0.54,2.01,0.48,0.49,0.7,Mauricio Rua,73.0,27,14,1.0
125.0,67.0,Southpaw,"Dec 07, 1996",2.53,0.51,5.6,0.46,1.0,0.2,0.5,0.0,Ruel Panales,65.0,6,2,
155.0,74.0,Orthodox,"Jul 28, 1995",7.19,0.46,10.66,0.44,1.12,0.18,0.5,0.6,Jacob Rosales,71.0,13,7,0.0
145.0,,,--,1.43,0.23,5.23,0.42,0.0,0.0,0.0,0.0,Mario Soto,72.0,7,2,0.0
170.0,72.0,Orthodox,"Sep 28, 1989",2.6,0.46,2.87,0.58,0.0,0.0,0.83,0.0,Salim Touahri,70.0,10,4,0.0
205.0,76.0,Orthodox,"Dec 03, 1979",2.17,0.41,2.08,0.55,0.46,0.5,0.47,2.3,Seth Petruzelli,72.0,14,8,0.0
125.0,,Southpaw,"Apr 24, 1989",1.67,0.42,3.87,0.52,8.0,0.53,0.0,5.0,Ronaldo Candido,66.0,6,0,0.0
205.0,72.0,Orthodox,"Feb 10, 1976",1.48,0.3,5.16,0.49,0.33,0.5,0.57,1.0,David Heath,71.0,18,7,0.0
155.0,,Southpaw,--,0.0,0.0,4.0,0.66,0.0,0.0,0.0,0.0,John Lewis,72.0,3,4,3.0
262.0,78.0,Orthodox,"Mar 09, 1989",2.16,0.26,3.43,0.42,0.0,0.0,1.0,0.0,Raphael Pessoa,75.0,10,2,0.0
161.0,,Southpaw,"Dec 30, 1979",1.2,0.25,2.07,0.51,3.59,0.75,0.0,1.2,Jason Ireland,69.0,19,9,1.0
155.0,71.0,Orthodox,"Jan 26, 1982",2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6,Rafaello Oliveira,68.0,17,8,0.0
185.0,74.0,Orthodox,"Feb 18, 1990",5.7,0.47,5.63,0.5,0.37,0.28,0.68,0.1,Marc-Andre Barriault,73.0,17,10,
170.0,71.0,Orthodox,"Feb 09, 1994",3.36,0.33,8.4,0.48,0.0,0.0,0.0,0.0,Victor Valenzuela,69.0,12,4,0.0
135.0,,Orthodox,"Aug 31, 1990",1.33,0.27,3.33,0.6,1.5,0.5,0.5,0.0,Alexis Dufresne,69.0,6,3,0.0
135.0,,Orthodox,"Apr 29, 1986",1.82,0.45,2.08,0.62,0.0,0.0,0.0,0.0,Kyle Dietz,68.0,5,2,0.0
170.0,71.0,Orthodox,"Jul 18, 1991",5.53,0.48,4.94,0.55,3.53,0.4,0.0,0.0,Vadym Kutsyi,72.0,17,2,0.0
185.0,,,"Jun 30, 1978",2.54,0.41,2.37,0.48,7.63,0.75,0.0,2.5,Lumumba Sayers,72.0,6,5,0.0
237.0,79.0,Orthodox,"Jun 26, 1991",2.25,0.66,1.02,0.35,6.66,0.62,0.6,2.0,Jailton Almeida,75.0,22,4,0.0
135.0,68.0,Orthodox,"Mar 09, 1985",3.91,0.33,2.61,0.7,2.82,0.42,0.83,0.1,Dominick Cruz,68.0,24,4,0.0
155.0,,Orthodox,"Jan 08, 1983",3.1,0.34,2.97,0.62,0.0,0.0,0.27,0.0,Colin Fletcher,74.0,14,8,0.0
168.0,,Orthodox,"Apr 02, 1980",1.02,1.0,4.07,0.55,0.0,0.0,0.0,0.0,Yuya Shirai,68.0,26,14,2.0
205.0,76.0,Orthodox,"Jun 30, 1990",2.12,0.4,4.27,0.46,4.21,0.47,0.33,0.5,Tuco Tokkos,76.0,11,5,0.0
155.0,72.0,Orthodox,"Nov 23, 1982",3.78,0.46,3.17,0.54,2.5,0.51,0.31,0.2,Vinc Pichel,70.0,14,5,0.0
185.0,76.0,Orthodox,"Jul 22, 1983",2.03,0.32,2.57,0.6,1.93,0.83,0.63,0.0,Eddie Gordon,72.0,8,4,0.0
155.0,74.0,Orthodox,"Aug 17, 1994",4.2,0.46,4.34,0.54,2.4,0.29,0.78,0.1,Jamie Mullarkey,72.0,18,8,0.0
115.0,62.0,Orthodox,"Mar 19, 1982",1.57,0.54,3.13,0.33,3.91,1.0,0.5,0.0,Maia Stevenson,64.0,6,5,0.0
